Date,Output Value
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,0
2009-07-10,0
2009-07-11,0
2009-07-12,0
2009-07-13,0
2009-07-14,0
2009-07-15,0
2009-07-16,0
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,0
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,0
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,0
2009-09-03,0
2009-09-04,0
2009-09-05,0
2009-09-06,0
2009-09-07,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0
2009-09-16,0
2009-09-17,0
2009-09-18,0
2009-09-19,0
2009-09-20,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-26,0
2009-09-27,0
2009-09-28,0
2009-09-29,0
2009-09-30,0
2009-10-01,0
2009-10-02,0
2009-10-03,0
2009-10-04,0
2009-10-05,0
2009-10-06,0
2009-10-07,0
2009-10-08,0
2009-10-09,0
2009-10-10,0
2009-10-11,0
2009-10-12,0
2009-10-13,0
2009-10-14,0
2009-10-15,0
2009-10-16,0
2009-10-17,0
2009-10-18,0
2009-10-19,0
2009-10-20,0
2009-10-21,0
2009-10-22,0
2009-10-23,0
2009-10-24,0
2009-10-25,0
2009-10-26,0
2009-10-27,0
2009-10-28,0
2009-10-29,0
2009-10-30,0
2009-10-31,0
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-07,0
2009-11-08,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,0
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,2121.67
2010-07-19,1553.87
2010-07-20,4007.25
2010-07-21,2510.9
2010-07-22,2166.56
2010-07-23,2326.44
2010-07-24,1269.48
2010-07-25,2171.57
2010-07-26,2341.32
2010-07-27,5220.46
2010-07-28,2008.65
2010-07-29,3958.56
2010-07-30,1380.37
2010-07-31,1362.11
2010-08-01,1080.91
2010-08-02,16213.83
2010-08-03,3811.31
2010-08-04,2541.59
2010-08-05,1905.09
2010-08-06,2455.68
2010-08-07,1215.2
2010-08-08,1418.61
2010-08-09,612.89
2010-08-10,5412.34
2010-08-11,2370.71
2010-08-12,3892.74
2010-08-13,1385.41
2010-08-14,2106.66
2010-08-15,1144.62
2010-08-16,1494.47
2010-08-17,4690.16
2010-08-18,3376.91
2010-08-19,2583.18
2010-08-20,1419.67
2010-08-21,2078.59
2010-08-22,2727.3
2010-08-23,1401.27
2010-08-24,1258.33
2010-08-25,1481.42
2010-08-26,1106
2010-08-27,994.76
2010-08-28,2003.77
2010-08-29,994.56
2010-08-30,550.76
2010-08-31,935.94
2010-09-01,2429.96
2010-09-02,1733.1
2010-09-03,2052.77
2010-09-04,1791.23
2010-09-05,2027.99
2010-09-06,8001.9
2010-09-07,4540.42
2010-09-08,1109.63
2010-09-09,1049.01
2010-09-10,2056.51
2010-09-11,847.72
2010-09-12,604.27
2010-09-13,1107.71
2010-09-14,7038.72
2010-09-15,1827.76
2010-09-16,2395.8
2010-09-17,2055.87
2010-09-18,4526.01
2010-09-19,2619.7
2010-09-20,3090.57
2010-09-21,2482.03
2010-09-22,1675.04
2010-09-23,2673.8
2010-09-24,7634.38
2010-09-25,1116.18
2010-09-26,1790.98
2010-09-27,1344.31
2010-09-28,2079.93
2010-09-29,4823.95
2010-09-30,5670.47
2010-10-01,4167.81
2010-10-02,1788.64
2010-10-03,23354.59
2010-10-04,3024.96
2010-10-05,33561.47
2010-10-06,11452.91
2010-10-07,7255.6
2010-10-08,8927.67
2010-10-09,13788.35
2010-10-10,16708.11
2010-10-11,12062.14
2010-10-12,7254.68
2010-10-13,5246.09
2010-10-14,12864.9
2010-10-15,17493.01
2010-10-16,16116.81
2010-10-17,19936.69
2010-10-18,10731.88
2010-10-19,21749.31
2010-10-20,26669.75
2010-10-21,20423.95
2010-10-22,20600.94
2010-10-23,13744.29
2010-10-24,4614.07
2010-10-25,12462.54
2010-10-26,21103.77
2010-10-27,28978.06
2010-10-28,38477.84
2010-10-29,33786.94
2010-10-30,16496.28
2010-10-31,11318.11
2010-11-01,12712.16
2010-11-02,8470.71
2010-11-03,11462.66
2010-11-04,10826.2
2010-11-05,35003.67
2010-11-06,10560.46
2010-11-07,42642.79
2010-11-08,30967.4
2010-11-09,139992.65
2010-11-10,12519.06
2010-11-11,12692.38
2010-11-12,9231
2010-11-13,9094.49
2010-11-14,10652.97
2010-11-15,10458.19
2010-11-16,71243.28
2010-11-17,89877.2
2010-11-18,15332.72
2010-11-19,17188.21
2010-11-20,14940.98
2010-11-21,43923.06
2010-11-22,35343.55
2010-11-23,10191.43
2010-11-24,10529.23
2010-11-25,10574.08
2010-11-26,14537.12
2010-11-27,24736.68
2010-11-28,6580.73
2010-11-29,6813.2
2010-11-30,8432.67
2010-12-01,13685.71
2010-12-02,12259.8
2010-12-03,14647
2010-12-04,7062.25
2010-12-05,14420.77
2010-12-06,3864.52
2010-12-07,18715.78
2010-12-08,19035.43
2010-12-09,7132.72
2010-12-10,10527.82
2010-12-11,7709.29
2010-12-12,13257.17
2010-12-13,10788.56
2010-12-14,42048.29
2010-12-15,25171.81
2010-12-16,26842.49
2010-12-17,21108.97
2010-12-18,15546.37
2010-12-19,21547.41
2010-12-20,23305.97
2010-12-21,23074.12
2010-12-22,25145.18
2010-12-23,21366.22
2010-12-24,14868.12
2010-12-25,16119.44
2010-12-26,27050.94
2010-12-27,17955.25
2010-12-28,24714.18
2010-12-29,16623.9
2010-12-30,32717.44
2010-12-31,19275.74
2011-01-01,17228.13
2011-01-02,16541
2011-01-03,14688.36
2011-01-04,20136.87
2011-01-05,11902.34
2011-01-06,15224.08
2011-01-07,9604.42
2011-01-08,17771.72
2011-01-09,18440.32
2011-01-10,13079.83
2011-01-11,26400.69
2011-01-12,34924.68
2011-01-13,19535.95
2011-01-14,42087.33
2011-01-15,32267.61
2011-01-16,22362.02
2011-01-17,25244.97
2011-01-18,21121.21
2011-01-19,33270.34
2011-01-20,18399.42
2011-01-21,19503.64
2011-01-22,25585.17
2011-01-23,29232.6
2011-01-24,35317.29
2011-01-25,31426.12
2011-01-26,20420.46
2011-01-27,205061.6
2011-01-28,263472.89
2011-01-29,21336.12
2011-01-30,28628.47
2011-01-31,203192.78
2011-02-01,79493.93
2011-02-02,92107.73
2011-02-03,77243.02
2011-02-04,42231.54
2011-02-05,44536.11
2011-02-06,73059.27
2011-02-07,55232.49
2011-02-08,136356.58
2011-02-09,61662.56
2011-02-10,135355.47
2011-02-11,211970.19
2011-02-12,259619.51
2011-02-13,138999.2
2011-02-14,108450.42
2011-02-15,140011.32
2011-02-16,93095.29
2011-02-17,65564.66
2011-02-18,99013.32
2011-02-19,107984.91
2011-02-20,180797.5
2011-02-21,167297.72
2011-02-22,194128.75
2011-02-23,319308.24
2011-02-24,307530.95
2011-02-25,215544.75
2011-02-26,164117.55
2011-02-27,153337.63
2011-02-28,174365.31
2011-03-01,106634.84
2011-03-02,973247.53
2011-03-03,2264283.32
2011-03-04,279651.23
2011-03-05,208518.77
2011-03-06,115544.63
2011-03-07,161146.13
2011-03-08,181149.65
2011-03-09,165950.1
2011-03-10,209605.39
2011-03-11,381869.51
2011-03-12,149355.46
2011-03-13,141909.9
2011-03-14,217683.06
2011-03-15,153842.59
2011-03-16,104295.77
2011-03-17,130502.79
2011-03-18,135100.67
2011-03-19,144587.32
2011-03-20,83364.62
2011-03-21,105643.97
2011-03-22,130835.76
2011-03-23,158771.09
2011-03-24,198992.57
2011-03-25,225440.16
2011-03-26,257001.16
2011-03-27,268559.73
2011-03-28,123118.34
2011-03-29,109018.18
2011-03-30,86729.52
2011-03-31,95219.13
2011-04-01,105727.62
2011-04-02,59805.1
2011-04-03,75535.34
2011-04-04,61661.73
2011-04-05,108684.65
2011-04-06,74958.9
2011-04-07,60627.66
2011-04-08,82989
2011-04-09,99994.64
2011-04-10,101024.29
2011-04-11,62937.01
2011-04-12,72918.3
2011-04-13,113515.71
2011-04-14,167543.08
2011-04-15,144364.07
2011-04-16,126392.15
2011-04-17,332317.18
2011-04-18,1430344.17
2011-04-19,148417.81
2011-04-20,3153539.93
2011-04-21,5502229.46
2011-04-22,519828.91
2011-04-23,212947.33
2011-04-24,280077.13
2011-04-25,161869.41
2011-04-26,148153.4
2011-04-27,321330
2011-04-28,456204.82
2011-04-29,313282.62
2011-04-30,2127652.46
2011-05-01,1379543.94
2011-05-02,495596.12
2011-05-03,378453.57
2011-05-04,658403.23
2011-05-05,946696.6
2011-05-06,536692.82
2011-05-07,989236.68
2011-05-08,784335.79
2011-05-09,2030027.24
2011-05-10,579611.44
2011-05-11,2989886.13
2011-05-12,956919.91
2011-05-13,1259623.75
2011-05-14,3548897.64
2011-05-15,13607621.64
2011-05-16,2299743.18
2011-05-17,1864519.55
2011-05-18,1565137.38
2011-05-19,1311688.49
2011-05-20,1229348.25
2011-05-21,2102481.06
2011-05-22,3904986.81
2011-05-23,5764198.8
2011-05-24,3299613.49
2011-05-25,2598993.38
2011-05-26,3134611.1
2011-05-27,3568163.77
2011-05-28,4598386.64
2011-05-29,1881868.77
2011-05-30,2226284.57
2011-05-31,2365291.03
2011-06-01,2458499.42
2011-06-02,2564605.28
2011-06-03,3680828.86
2011-06-04,8331987.6
2011-06-05,8499505.37
2011-06-06,9336902.6
2011-06-07,15440013.23
2011-06-08,11509080.25
2011-06-09,22275161.95
2011-06-10,23048510.4
2011-06-11,22364943.9
2011-06-12,23902378.94
2011-06-13,31955014.65
2011-06-14,24943194.06
2011-06-15,29779059.54
2011-06-16,88186790.81
2011-06-17,151904863.94
2011-06-18,24660147.72
2011-06-19,20576856.24
2011-06-20,80461786.78
2011-06-21,23083681.9
2011-06-22,58727850.43
2011-06-23,22826932.29
2011-06-24,28308118.43
2011-06-25,83698586.92
2011-06-26,189879365.55
2011-06-27,63405374.14
2011-06-28,34176665.9
2011-06-29,121686084.87
2011-06-30,38288571.4
2011-07-01,24687037.24
2011-07-02,17353036.35
2011-07-03,13441088.17
2011-07-04,8047607.65
2011-07-05,19352574.68
2011-07-06,5202579.26
2011-07-07,8350573.41
2011-07-08,6922035.84
2011-07-09,4389309.77
2011-07-10,29819564.04
2011-07-11,36532439.79
2011-07-12,14285893.74
2011-07-13,14991154.76
2011-07-14,19976281.13
2011-07-15,26878054.24
2011-07-16,8403219.96
2011-07-17,16926153.94
2011-07-18,7500053.78
2011-07-19,43734196.11
2011-07-20,38163732.2
2011-07-21,7411822.06
2011-07-22,18135255.26
2011-07-23,21296607.98
2011-07-24,8770646.71
2011-07-25,7000533.69
2011-07-26,20259860.52
2011-07-27,16331813.37
2011-07-28,17681479.78
2011-07-29,46847112.81
2011-07-30,8798738.42
2011-07-31,4028607.54
2011-08-01,8112589.08
2011-08-02,7203201.21
2011-08-03,4735264.98
2011-08-04,4249872.8
2011-08-05,3146840.25
2011-08-06,5183172.12
2011-08-07,2718034.17
2011-08-08,2666684.26
2011-08-09,9632356.45
2011-08-10,22609114.66
2011-08-11,11197554.12
2011-08-12,4619739.17
2011-08-13,3225854.74
2011-08-14,4063709.72
2011-08-15,3868383.73
2011-08-16,3884614
2011-08-17,3577525.37
2011-08-18,3585157.17
2011-08-19,4402522.27
2011-08-20,6364052.77
2011-08-21,2529479.35
2011-08-22,2722341.75
2011-08-23,3028182.75
2011-08-24,4813623.56
2011-08-25,6135642.64
2011-08-26,3666639.36
2011-08-27,2349930.56
2011-08-28,23326014.71
2011-08-29,1599905.66
2011-08-30,2239774.5
2011-08-31,2020568.08
2011-09-01,2183492.73
2011-09-02,2646666.14
2011-09-03,2189486.12
2011-09-04,1898414.41
2011-09-05,14406689.96
2011-09-06,17447700.72
2011-09-07,21746811.87
2011-09-08,3826391.72
2011-09-09,2557376.34
2011-09-10,2060485.82
2011-09-11,1316281.87
2011-09-12,6098667.13
2011-09-13,3671417.26
2011-09-14,2078131.11
2011-09-15,1663385.2
2011-09-16,1440171.46
2011-09-17,3292740.48
2011-09-18,1575126.45
2011-09-19,1516595.74
2011-09-20,1745921.92
2011-09-21,2095262.89
2011-09-22,2242745.77
2011-09-23,1610663.55
2011-09-24,1895276.14
2011-09-25,1214643.67
2011-09-26,1565810.3
2011-09-27,1363690.61
2011-09-28,2096733.74
2011-09-29,1685553.7
2011-09-30,1487476.67
2011-10-01,1463271
2011-10-02,2103019.59
2011-10-03,1619074.78
2011-10-04,2018177.03
2011-10-05,1954098.05
2011-10-06,1926887.41
2011-10-07,2502645.32
2011-10-08,1622308.76
2011-10-09,1148124.65
2011-10-10,1277254.25
2011-10-11,1233999.89
2011-10-12,1272109.03
2011-10-13,1306618.82
2011-10-14,1174876.9
2011-10-15,1439049.92
2011-10-16,1122251.71
2011-10-17,914735.41
2011-10-18,1338452.05
2011-10-19,843024.69
2011-10-20,688346.42
2011-10-21,717717.25
2011-10-22,1379867.98
2011-10-23,1889743.11
2011-10-24,1682063.18
2011-10-25,943238.36
2011-10-26,995708.23
2011-10-27,1395185.04
2011-10-28,1603158.66
2011-10-29,1067569.5
2011-10-30,1578678.59
2011-10-31,633869.52
2011-11-01,1398985.73
2011-11-02,1548214.85
2011-11-03,1398818.57
2011-11-04,1026331.07
2011-11-05,1217283.46
2011-11-06,826787.51
2011-11-07,653709.44
2011-11-08,806656.69
2011-11-09,3552614.12
2011-11-10,2828241.51
2011-11-11,996379.39
2011-11-12,915991.16
2011-11-13,715463.61
2011-11-14,762995.33
2011-11-15,800890.95
2011-11-16,867597.92
2011-11-17,5119027.18
2011-11-18,8496524.26
2011-11-19,9528488.56
2011-11-20,8978620.63
2011-11-21,3446063.23
2011-11-22,4936250.56
2011-11-23,7162192.12
2011-11-24,3612412.15
2011-11-25,3798380.44
2011-11-26,2571014.6
2011-11-27,3961413.26
2011-11-28,4450479.04
2011-11-29,10135685.96
2011-11-30,10948627.51
2011-12-01,20648587.8
2011-12-02,5207346.84
2011-12-03,18289527.46
2011-12-04,10003760.84
2011-12-05,6924564.44
2011-12-06,8550339.09
2011-12-07,22066361.3
2011-12-08,16818845.26
2011-12-09,13657185.14
2011-12-10,4714831.26
2011-12-11,3479269.7
2011-12-12,2649123.76
2011-12-13,2316774.48
2011-12-14,1106235.58
2011-12-15,1364635.6
2011-12-16,1447149.05
2011-12-17,1537238.21
2011-12-18,1067267.45
2011-12-19,1077659.1
2011-12-20,1632853.95
2011-12-21,2141439.64
2011-12-22,2186685.41
2011-12-23,1699047.12
2011-12-24,967445.26
2011-12-25,1221205.25
2011-12-26,1233579.99
2011-12-27,2843713.18
2011-12-28,2671296.43
2011-12-29,1171270.52
2011-12-30,2091020.46
2011-12-31,1151498.42
2012-01-01,1237715.7
2012-01-02,1769829.32
2012-01-03,1352252.94
2012-01-04,1282731.24
2012-01-05,2283297.12
2012-01-06,4285643.86
2012-01-07,3981894.67
2012-01-08,2157657.62
2012-01-09,2480496
2012-01-10,2794336
2012-01-11,2438045.01
2012-01-12,2619499.73
2012-01-13,2657682.55
2012-01-14,2371924.71
2012-01-15,2277413.51
2012-01-16,1867893.02
2012-01-17,2871326.29
2012-01-18,2739784.59
2012-01-19,2074350.3
2012-01-20,2459997.07
2012-01-21,2321656.25
2012-01-22,1846664.57
2012-01-23,1756984.04
2012-01-24,1785930.18
2012-01-25,2406904.85
2012-01-26,2504279.44
2012-01-27,2153146.68
2012-01-28,1849081.62
2012-01-29,1487822.93
2012-01-30,1784803.46
2012-01-31,1754262.32
2012-02-01,1908092.98
2012-02-02,2525377.65
2012-02-03,2167081.75
2012-02-04,2280506.04
2012-02-05,2064937.35
2012-02-06,1906345.56
2012-02-07,1805771.73
2012-02-08,1746515.76
2012-02-09,1727679.59
2012-02-10,1505933.58
2012-02-11,1904631.29
2012-02-12,2568555.18
2012-02-13,1714576.84
2012-02-14,2744428.33
2012-02-15,5911688.68
2012-02-16,6378194.45
2012-02-17,6243557.8
2012-02-18,4283261.28
2012-02-19,2919904.48
