Date,Fees Value
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,0
2009-07-10,0
2009-07-11,0
2009-07-12,0
2009-07-13,0
2009-07-14,0
2009-07-15,0
2009-07-16,0
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,0
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,0
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,0
2009-09-03,0
2009-09-04,0
2009-09-05,0
2009-09-06,0
2009-09-07,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0
2009-09-16,0
2009-09-17,0
2009-09-18,0
2009-09-19,0
2009-09-20,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-26,0
2009-09-27,0
2009-09-28,0
2009-09-29,0
2009-09-30,0
2009-10-01,0
2009-10-02,0
2009-10-03,0
2009-10-04,0
2009-10-05,0
2009-10-06,0
2009-10-07,0
2009-10-08,0
2009-10-09,0
2009-10-10,0
2009-10-11,0
2009-10-12,0
2009-10-13,0
2009-10-14,0
2009-10-15,0
2009-10-16,0
2009-10-17,0
2009-10-18,0
2009-10-19,0
2009-10-20,0
2009-10-21,0
2009-10-22,0
2009-10-23,0
2009-10-24,0
2009-10-25,0
2009-10-26,0
2009-10-27,0
2009-10-28,0
2009-10-29,0
2009-10-30,0
2009-10-31,0
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-07,0
2009-11-08,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,0
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0.01
2010-07-19,0.06
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0.15
2010-07-27,0.09
2010-07-28,0.04
2010-07-29,0.06
2010-07-30,0.06
2010-07-31,0.02
2010-08-01,0.02
2010-08-02,0.02
2010-08-03,0.01
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0.14
2010-08-08,0
2010-08-09,0
2010-08-10,0.3
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0.05
2010-08-18,0
2010-08-19,0.11
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0.06
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0.01
2010-08-31,0.02
2010-09-01,0.01
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0.01
2010-09-11,0
2010-09-12,0
2010-09-13,0.01
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0.01
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0.09
2010-09-30,0
2010-10-01,0
2010-10-02,0.03
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0.04
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0.01
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0.23
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0.13
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0.03
2010-11-21,0.29
2010-11-22,0.27
2010-11-23,0.16
2010-11-24,0.15
2010-11-25,0.03
2010-11-26,0
2010-11-27,0.1
2010-11-28,0.01
2010-11-29,0
2010-11-30,0.01
2010-12-01,0
2010-12-02,0.01
2010-12-03,0.02
2010-12-04,0
2010-12-05,0
2010-12-06,0.01
2010-12-07,0.01
2010-12-08,0.02
2010-12-09,0.01
2010-12-10,0.01
2010-12-11,0.01
2010-12-12,0.03
2010-12-13,0.03
2010-12-14,0.07
2010-12-15,0.01
2010-12-16,0.02
2010-12-17,0.03
2010-12-18,0.06
2010-12-19,0.02
2010-12-20,0.03
2010-12-21,0.02
2010-12-22,0.04
2010-12-23,0.03
2010-12-24,0.02
2010-12-25,0.02
2010-12-26,0.02
2010-12-27,0.02
2010-12-28,0.02
2010-12-29,0.03
2010-12-30,0.04
2010-12-31,0.02
2011-01-01,0.01
2011-01-02,0.03
2011-01-03,0.03
2011-01-04,0.22
2011-01-05,0.01
2011-01-06,0.03
2011-01-07,0.03
2011-01-08,0.01
2011-01-09,0.01
2011-01-10,0.05
2011-01-11,0.02
2011-01-12,0.02
2011-01-13,0.09
2011-01-14,0.01
2011-01-15,0.03
2011-01-16,0.04
2011-01-17,0.03
2011-01-18,0.06
2011-01-19,0.02
2011-01-20,0.02
2011-01-21,0.04
2011-01-22,0.02
2011-01-23,0.21
2011-01-24,0.16
2011-01-25,0.1
2011-01-26,0.05
2011-01-27,0.21
2011-01-28,0.08
2011-01-29,0.05
2011-01-30,0.17
2011-01-31,1.33
2011-02-01,0.41
2011-02-02,0.55
2011-02-03,0.04
2011-02-04,0.11
2011-02-05,0.1
2011-02-06,0.16
2011-02-07,0.09
2011-02-08,0.28
2011-02-09,0.16
2011-02-10,0.07
2011-02-11,0.86
2011-02-12,0.5
2011-02-13,0.79
2011-02-14,0.26
2011-02-15,2.92
2011-02-16,0.26
2011-02-17,0.62
2011-02-18,0.14
2011-02-19,0.47
2011-02-20,0.5
2011-02-21,0.43
2011-02-22,0.09
2011-02-23,0.22
2011-02-24,0.37
2011-02-25,0.13
2011-02-26,0.43
2011-02-27,0.48
2011-02-28,0.99
2011-03-01,0.53
2011-03-02,0.31
2011-03-03,0.43
2011-03-04,6.53
2011-03-05,0.65
2011-03-06,2.23
2011-03-07,4.53
2011-03-08,5.28
2011-03-09,3.52
2011-03-10,2.73
2011-03-11,2.9
2011-03-12,4.99
2011-03-13,1.4
2011-03-14,1.71
2011-03-15,1.61
2011-03-16,1.45
2011-03-17,1.55
2011-03-18,1.15
2011-03-19,1.12
2011-03-20,0.91
2011-03-21,1.91
2011-03-22,6.94
2011-03-23,8.84
2011-03-24,14.27
2011-03-25,7.32
2011-03-26,4.56
2011-03-27,3.87
2011-03-28,5.31
2011-03-29,3.48
2011-03-30,2.75
2011-03-31,3.2
2011-04-01,3.05
2011-04-02,2.66
2011-04-03,2.22
2011-04-04,3.24
2011-04-05,4.15
2011-04-06,3.47
2011-04-07,3.45
2011-04-08,2.27
2011-04-09,3.19
2011-04-10,3.11
2011-04-11,3.94
2011-04-12,3.35
2011-04-13,3.87
2011-04-14,4.19
2011-04-15,13.43
2011-04-16,2.53
2011-04-17,3.88
2011-04-18,2.37
2011-04-19,4.09
2011-04-20,6.57
2011-04-21,8.17
2011-04-22,4.05
2011-04-23,7.17
2011-04-24,11.6
2011-04-25,7.79
2011-04-26,14.02
2011-04-27,8.63
2011-04-28,17.43
2011-04-29,14.01
2011-04-30,21.23
2011-05-01,34.69
2011-05-02,34.15
2011-05-03,15.73
2011-05-04,16.4
2011-05-05,21.76
2011-05-06,32.49
2011-05-07,26.5
2011-05-08,23.41
2011-05-09,29.94
2011-05-10,39.74
2011-05-11,42.81
2011-05-12,44.1
2011-05-13,44.24
2011-05-14,91.07
2011-05-15,109.11
2011-05-16,103.39
2011-05-17,114.5
2011-05-18,100.36
2011-05-19,141.9
2011-05-20,107.49
2011-05-21,104.32
2011-05-22,127.42
2011-05-23,123.06
2011-05-24,128.98
2011-05-25,153.56
2011-05-26,176.25
2011-05-27,178.35
2011-05-28,118.86
2011-05-29,116.56
2011-05-30,121.92
2011-05-31,159.81
2011-06-01,178.23
2011-06-02,224.2
2011-06-03,243.03
2011-06-04,358.38
2011-06-05,575
2011-06-06,397.41
2011-06-07,546.85
2011-06-08,652.67
2011-06-09,1279.58
2011-06-10,1242.58
2011-06-11,928.82
2011-06-12,569.66
2011-06-13,794.77
2011-06-14,700.95
2011-06-15,698.51
2011-06-16,785.06
2011-06-17,575.23
2011-06-18,491.33
2011-06-19,453.26
2011-06-20,447.03
2011-06-21,353.16
2011-06-22,317.59
2011-06-23,308.28
2011-06-24,254.49
2011-06-25,290.92
2011-06-26,413.67
2011-06-27,412.72
2011-06-28,443.75
2011-06-29,331.73
2011-06-30,337.34
2011-07-01,286.58
2011-07-02,294.87
2011-07-03,223.16
2011-07-04,205.16
2011-07-05,233.25
2011-07-06,240.34
2011-07-07,251.48
2011-07-08,205.08
2011-07-09,191.95
2011-07-10,183.84
2011-07-11,197.85
2011-07-12,202.21
2011-07-13,176.83
2011-07-14,213.26
2011-07-15,186.82
2011-07-16,232.54
2011-07-17,147.01
2011-07-18,159.71
2011-07-19,171.68
2011-07-20,206.9
2011-07-21,142.9
2011-07-22,120.86
2011-07-23,189.75
2011-07-24,101
2011-07-25,163.57
2011-07-26,151.06
2011-07-27,106.17
2011-07-28,125.98
2011-07-29,102.39
2011-07-30,98.42
2011-07-31,73.84
2011-08-01,93.25
2011-08-02,104.19
2011-08-03,88.55
2011-08-04,79.8
2011-08-05,84.12
2011-08-06,66.52
2011-08-07,170.43
2011-08-08,51.89
2011-08-09,61.85
2011-08-10,114.87
2011-08-11,106.71
2011-08-12,67.2
2011-08-13,59.06
2011-08-14,73.55
2011-08-15,105.46
2011-08-16,107.63
2011-08-17,107.35
2011-08-18,75.39
2011-08-19,65.99
2011-08-20,89.16
2011-08-21,61.9
2011-08-22,61.59
2011-08-23,83.23
2011-08-24,76.52
2011-08-25,96.12
2011-08-26,58.73
2011-08-27,39.49
2011-08-28,44.29
2011-08-29,38.95
2011-08-30,49.34
2011-08-31,86.84
2011-09-01,48.17
2011-09-02,45.24
2011-09-03,58.58
2011-09-04,32.22
2011-09-05,82.59
2011-09-06,52.92
2011-09-07,45.12
2011-09-08,57.64
2011-09-09,30.46
2011-09-10,40.16
2011-09-11,26.14
2011-09-12,31.14
2011-09-13,31.04
2011-09-14,24.37
2011-09-15,21.77
2011-09-16,35.63
2011-09-17,23.9
2011-09-18,24.86
2011-09-19,27.94
2011-09-20,31.54
2011-09-21,39.84
2011-09-22,29.6
2011-09-23,20.71
2011-09-24,22.84
2011-09-25,37.08
2011-09-26,17.69
2011-09-27,14.36
2011-09-28,22.97
2011-09-29,20.92
2011-09-30,15.66
2011-10-01,19.39
2011-10-02,18.04
2011-10-03,15.96
2011-10-04,45.18
2011-10-05,17.59
2011-10-06,18.9
2011-10-07,39.34
2011-10-08,17.4
2011-10-09,13.47
2011-10-10,12.04
2011-10-11,14.01
2011-10-12,21.28
2011-10-13,19.7
2011-10-14,15.34
2011-10-15,13.5
2011-10-16,13
2011-10-17,11.57
2011-10-18,12.14
2011-10-19,7.37
2011-10-20,7.07
2011-10-21,13.85
2011-10-22,6.85
2011-10-23,9.11
2011-10-24,9.69
2011-10-25,9.35
2011-10-26,7.38
2011-10-27,8.66
2011-10-28,8.47
2011-10-29,8.82
2011-10-30,13.02
2011-10-31,10.28
2011-11-01,10.22
2011-11-02,16.06
2011-11-03,10.44
2011-11-04,9.2
2011-11-05,9.66
2011-11-06,11.22
2011-11-07,6.53
2011-11-08,10.61
2011-11-09,12.56
2011-11-10,10.02
2011-11-11,9.38
2011-11-12,6.56
2011-11-13,7.15
2011-11-14,8.68
2011-11-15,6.42
2011-11-16,7.18
2011-11-17,9.01
2011-11-18,6.83
2011-11-19,6.73
2011-11-20,6.88
2011-11-21,9.17
2011-11-22,5.84
2011-11-23,6.84
2011-11-24,8.22
2011-11-25,9.57
2011-11-26,10.94
2011-11-27,6.77
2011-11-28,6.31
2011-11-29,7.78
2011-11-30,13.95
2011-12-01,8.75
2011-12-02,13.89
2011-12-03,14.12
2011-12-04,13.29
2011-12-05,7.95
2011-12-06,9.09
2011-12-07,12.38
2011-12-08,11.65
2011-12-09,8.3
2011-12-10,8.88
2011-12-11,8.79
2011-12-12,711.47
2011-12-13,560.11
2011-12-14,13.88
2011-12-15,11.29
2011-12-16,25.17
2011-12-17,8.57
2011-12-18,11.19
2011-12-19,10.28
2011-12-20,14.38
2011-12-21,23.29
2011-12-22,16.74
2011-12-23,13.38
2011-12-24,9.99
2011-12-25,8.89
2011-12-26,12.36
2011-12-27,12.93
2011-12-28,12.58
2011-12-29,14.99
2011-12-30,15.36
2011-12-31,13.74
2012-01-01,19.14
2012-01-02,17.94
2012-01-03,28.96
2012-01-04,26.72
2012-01-05,76.78
2012-01-06,38.58
2012-01-07,41.22
2012-01-08,31.56
2012-01-09,25.44
2012-01-10,41.31
2012-01-11,30.47
2012-01-12,38.97
